#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
1A|NE00||BHE|39.990002|124.306999|44.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-03T00:00:00|2008-09-30T23:59:59
1A|NE00||BHN|39.990002|124.306999|44.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-03T00:00:00|2008-09-30T23:59:59
1A|NE00||BHZ|39.990002|124.306999|44.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-03T00:00:00|2008-09-30T23:59:59
1A|NE01||BHE|40.064999|124.220001|95.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-01T00:21:20|2008-08-18T23:59:59
1A|NE01||BHN|40.064999|124.220001|95.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-01T00:21:20|2008-08-18T23:59:59
1A|NE01||BHZ|40.064999|124.220001|95.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-01T00:21:20|2008-08-18T23:59:59
1A|NE02||BHE|40.139|124.133003|196.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-03T00:13:58|2008-09-18T23:59:59
1A|NE02||BHN|40.139|124.133003|196.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-03T00:13:58|2008-09-18T23:59:59
1A|NE02||BHZ|40.139|124.133003|196.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-03T00:13:58|2008-09-18T23:59:59
1A|NE03||BHE|40.213001|124.044998|149.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2007-10-02T00:53:13|2008-07-09T08:52:12
1A|NE03||BHN|40.213001|124.044998|149.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2007-10-02T00:53:13|2008-07-09T08:52:12
1A|NE03||BHZ|40.213001|124.044998|149.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2007-10-02T00:53:13|2008-07-09T08:52:12
1A|NE04||BHE|40.287998|123.958|126.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-02T00:04:45|2008-09-29T23:59:59
1A|NE04||BHN|40.287998|123.958|126.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-02T00:04:45|2008-09-29T23:59:59
1A|NE04||BHZ|40.287998|123.958|126.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-02T00:04:45|2008-09-29T23:59:59
1A|NE05||BHE|40.362|123.870003|121.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-28T00:39:23|2008-09-29T23:59:59
1A|NE05||BHN|40.362|123.870003|121.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-28T00:39:23|2008-09-29T23:59:59
1A|NE05||BHZ|40.362|123.870003|121.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-28T00:39:23|2008-09-29T23:59:59
1A|NE06||BHE|40.436001|123.781998|192.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-28T00:39:23|2008-07-20T23:59:59
1A|NE06||BHN|40.436001|123.781998|192.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-28T00:39:23|2008-07-20T23:59:59
1A|NE06||BHZ|40.436001|123.781998|192.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-28T00:39:23|2008-07-20T23:59:59
1A|NE07||BHE|40.511002|123.694|369.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-30T00:31:38|2008-09-29T23:59:59
1A|NE07||BHN|40.511002|123.694|369.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-30T00:31:38|2008-09-29T23:59:59
1A|NE07||BHZ|40.511002|123.694|369.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-30T00:31:38|2008-09-29T23:59:59
1A|NE08||BHE|40.584999|123.605003|193.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-30T00:29:00|2008-09-11T23:59:59
1A|NE08||BHN|40.584999|123.605003|193.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-30T00:29:00|2008-09-11T23:59:59
1A|NE08||BHZ|40.584999|123.605003|193.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-30T00:29:00|2008-09-11T23:59:59
1A|NE09||BHE|40.659|123.516998|191.0|0.0|90.0|0.0|Guralp CMG3ESP_30sec/Reftek 130 Datalogger|1273150000.0|0.4|M/S|40.0|2007-09-29T00:32:54|2008-09-28T23:59:59
1A|NE09||BHN|40.659|123.516998|191.0|0.0|0.0|0.0|Guralp CMG3ESP_30sec/Reftek 130 Datalogger|1273150000.0|0.4|M/S|40.0|2007-09-29T00:32:54|2008-09-28T23:59:59
1A|NE09||BHZ|40.659|123.516998|191.0|0.0|0.0|-90.0|Guralp CMG3ESP_30sec/Reftek 130 Datalogger|1273150000.0|0.4|M/S|40.0|2007-09-29T00:32:54|2008-09-28T23:59:59
1A|NE10||BHE|40.733002|123.428001|285.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-29T00:10:57|2008-07-10T08:34:33
1A|NE10||BHN|40.733002|123.428001|285.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-29T00:10:57|2008-07-10T08:34:33
1A|NE10||BHZ|40.733002|123.428001|285.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-29T00:10:57|2008-07-10T08:34:33
1A|NE11||BHE|40.806999|123.338997|282.0|0.0|90.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2007-10-01T00:32:53|2008-09-28T23:59:59
1A|NE11||BHN|40.806999|123.338997|282.0|0.0|0.0|0.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2007-10-01T00:32:53|2008-09-28T23:59:59
1A|NE11||BHZ|40.806999|123.338997|282.0|0.0|0.0|-90.0|Guralp CMG3T/Reftek 130 Datalogger|946633000.0|0.2|M/S|40.0|2007-10-01T00:32:53|2008-09-28T23:59:59
1A|NE12||BHE|40.880001|123.25|293.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-01T00:40:03|2008-09-28T23:59:59
1A|NE12||BHN|40.880001|123.25|293.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-01T00:40:03|2008-09-28T23:59:59
1A|NE12||BHZ|40.880001|123.25|293.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-10-01T00:40:03|2008-09-28T23:59:59
1A|NE14||BHE|41.028|123.070999|209.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-30T00:15:32|2008-07-06T06:23:57
1A|NE14||BHN|41.028|123.070999|209.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-30T00:15:32|2008-07-06T06:23:57
1A|NE14||BHZ|41.028|123.070999|209.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-30T00:15:32|2008-07-06T06:23:57
1A|NE15||BHE|41.101002|122.981003|108.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-29T00:34:52|2008-09-27T23:59:59
1A|NE15||BHN|41.101002|122.981003|108.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-29T00:34:52|2008-09-27T23:59:59
1A|NE15||BHZ|41.101002|122.981003|108.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Reftek 130 Datalogger|1273180000.0|0.3|M/S|40.0|2007-09-29T00:34:52|2008-09-27T23:59:59
