#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
AK|ATKA||BHE|52.201599|-174.197495|55.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1711350000.0|0.3|M/S|50.0|2002-10-03T00:00:00|2010-05-09T23:59:59
AK|ATKA||BHN|52.201599|-174.197495|55.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1706900000.0|0.3|M/S|50.0|2002-10-03T00:00:00|2010-05-09T23:59:59
AK|ATKA||BHZ|52.201599|-174.197495|55.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1691020000.0|0.3|M/S|50.0|2002-10-03T00:00:00|2010-05-09T23:59:59
AK|ATKA||HHE|52.201599|-174.197495|55.0|0.0|90.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|283255.0|0.02|M/S**2|50.0|2002-10-03T00:00:00|2007-01-23T08:55:59
AK|ATKA||HHN|52.201599|-174.197495|55.0|0.0|0.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|284298.0|0.02|M/S**2|50.0|2002-10-03T00:00:00|2007-01-23T08:55:59
AK|ATKA||HHZ|52.201599|-174.197495|55.0|0.0|0.0|-90.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|283559.0|0.02|M/S**2|50.0|2002-10-03T00:00:00|2007-01-23T08:55:59
AK|BMR||BHE|60.9677|-144.6051|842.0|0.0|90.0|0.0|Guralp CMG3T_120sec/Guralp DM24 Datalogger|431209000.0|0.2|m/s|50.0|2001-07-19T00:00:00|2002-07-16T23:59:59
AK|BMR||BHE|60.9677|-144.6051|842.0|0.0|90.0|0.0|Guralp CMG3T_120sec/Guralp DM24 Datalogger|428897000.0|0.2|m/s|50.0|2002-07-17T00:00:00|2004-07-10T23:59:59
AK|BMR||BHN|60.9677|-144.6051|842.0|0.0|0.0|0.0|Guralp CMG3T_120sec/Guralp DM24 Datalogger|423547000.0|0.2|m/s|50.0|2001-07-19T00:00:00|2002-07-16T23:59:59
AK|BMR||BHN|60.9677|-144.6051|842.0|0.0|0.0|0.0|Guralp CMG3T_120sec/Guralp DM24 Datalogger|422977000.0|0.2|m/s|50.0|2002-07-17T00:00:00|2004-07-10T23:59:59
AK|BMR||BHZ|60.9677|-144.6051|842.0|0.0|0.0|-90.0|Guralp CMG3T_120sec/Guralp DM24 Datalogger|426037000.0|0.2|m/s|50.0|2001-07-19T00:00:00|2002-07-16T23:59:59
AK|BMR||BHZ|60.9677|-144.6051|842.0|0.0|0.0|-90.0|Guralp CMG3T_120sec/Guralp DM24 Datalogger|428340000.0|0.2|m/s|50.0|2002-07-17T00:00:00|2004-07-10T23:59:59
AK|BMR||HHE|60.9677|-144.6051|842.0|0.0|98.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|284942.0|0.02|m/s**2|50.0|2001-07-19T00:00:00|2007-01-23T08:55:59
AK|BMR||HHN|60.9677|-144.6051|842.0|0.0|8.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|284418.0|0.02|m/s**2|50.0|2001-07-19T00:00:00|2007-01-23T08:55:59
AK|BMR||HHZ|60.9677|-144.6051|842.0|0.0|8.0|-90.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|284799.0|0.02|m/s**2|50.0|2001-07-19T00:00:00|2007-01-23T08:55:59
AK|DCPH||BHE|59.090599|-138.215393|674.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1735730000.0|0.3|M/S|50.0|2002-08-03T00:00:00|2004-08-08T00:00:00
AK|DCPH||BHN|59.090599|-138.215393|674.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1733990000.0|0.3|M/S|50.0|2002-08-03T00:00:00|2004-08-08T00:00:00
AK|DCPH||BHZ|59.090599|-138.215393|674.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1701350000.0|0.3|M/S|50.0|2002-08-03T00:00:00|2004-08-08T00:00:00
AK|DCPH||HHE|59.090599|-138.215393|674.0|0.0|90.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|286771.0|0.02|M/S**2|50.0|2002-08-03T00:00:00|2004-08-07T23:59:59
AK|DCPH||HHN|59.090599|-138.215393|674.0|0.0|0.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|285325.0|0.02|M/S**2|50.0|2002-08-03T00:00:00|2004-08-07T23:59:59
AK|DCPH||HHZ|59.090599|-138.215393|674.0|0.0|0.0|-90.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|283324.0|0.02|M/S**2|50.0|2002-08-03T00:00:00|2004-08-07T23:59:59
AK|DIV||BHE|61.1292|-145.7749|941.4|0.0|110.0|0.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1732170000.0|0.3|m/s|50.0|2001-07-16T00:00:00|2004-07-06T23:59:59
AK|DIV||BHN|61.1292|-145.7749|941.4|0.0|20.0|0.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1687440000.0|0.3|m/s|50.0|2001-07-16T00:00:00|2004-07-06T23:59:59
AK|DIV||BHZ|61.1292|-145.7749|941.4|0.0|20.0|-90.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1711220000.0|0.3|m/s|50.0|2001-07-16T00:00:00|2004-07-06T23:59:59
AK|DIV||HHE|61.1292|-145.7749|941.4|0.0|110.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|283404.0|0.02|m/s**2|50.0|2001-07-16T00:00:00|2004-07-06T23:59:59
AK|DIV||HHN|61.1292|-145.7749|941.4|0.0|20.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|283225.0|0.02|m/s**2|50.0|2001-07-16T00:00:00|2004-07-06T23:59:59
AK|DIV||HHZ|61.1292|-145.7749|941.4|0.0|20.0|-90.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|283532.0|0.02|m/s**2|50.0|2001-07-16T00:00:00|2004-07-06T23:59:59
AK|EYAK||BHE|60.548698|-145.75|133.9|0.0|90.0|0.0|Guralp CMG3T_120sec/Guralp DM24 Datalogger|427432000.0|0.2|M/S|50.0|2002-10-03T00:00:00|2012-07-20T23:59:59
AK|EYAK||BHN|60.548698|-145.75|133.9|0.0|0.0|0.0|Guralp CMG3T_120sec/Guralp DM24 Datalogger|424559000.0|0.2|M/S|50.0|2002-10-03T00:00:00|2012-07-20T23:59:59
AK|EYAK||BHZ|60.548698|-145.75|133.9|0.0|0.0|-90.0|Guralp CMG3T_120sec/Guralp DM24 Datalogger|423091000.0|0.2|M/S|50.0|2002-10-03T00:00:00|2012-07-20T23:59:59
AK|EYAK||HHE|60.548698|-145.75|133.9|0.0|274.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|283781.0|0.02|M/S**2|50.0|2002-10-03T00:00:00|2007-01-23T08:55:59
AK|EYAK||HHN|60.548698|-145.75|133.9|0.0|184.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|291089.0|0.02|M/S**2|50.0|2002-10-03T00:00:00|2007-01-23T08:55:59
AK|EYAK||HHZ|60.548698|-145.75|133.9|0.0|184.0|-90.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|284538.0|0.02|M/S**2|50.0|2002-10-03T00:00:00|2007-01-23T08:55:59
AK|FALS||BHE|54.8564|-163.417603|60.6|0.0|90.0|0.0|Guralp CMG3ESP_30sec/Guralp DM24 Datalogger|1717940000.0|0.5|M/S|50.0|2002-06-19T00:00:00|2008-10-22T21:59:59
AK|FALS||BHN|54.8564|-163.417603|60.6|0.0|0.0|0.0|Guralp CMG3ESP_30sec/Guralp DM24 Datalogger|1713790000.0|0.5|M/S|50.0|2002-06-19T00:00:00|2008-10-22T21:59:59
AK|FALS||BHZ|54.8564|-163.417603|60.6|0.0|0.0|-90.0|Guralp CMG3ESP_30sec/Guralp DM24 Datalogger|1710160000.0|0.5|M/S|50.0|2002-06-19T00:00:00|2008-10-22T21:59:59
AK|FALS||HHE|54.8564|-163.417603|60.6|0.0|90.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|284147.0|0.02|M/S**2|50.0|2002-06-19T00:00:00|2007-01-23T08:55:59
AK|FALS||HHN|54.8564|-163.417603|60.6|0.0|0.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|282458.0|0.02|M/S**2|50.0|2002-06-19T00:00:00|2007-01-23T08:55:59
AK|FALS||HHZ|54.8564|-163.417603|60.6|0.0|0.0|-90.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|284344.0|0.02|M/S**2|50.0|2002-06-19T00:00:00|2007-01-23T08:55:59
AK|FIB||BHE|61.1656|-150.177505|62.0|0.0|90.0|0.0|Guralp CMG40T_60sec/Guralp DM24 Datalogger|1269390000.0|0.3|M/S|50.0|2000-10-17T00:00:00|2004-09-07T23:59:59
AK|FIB||BHN|61.1656|-150.177505|62.0|0.0|0.0|0.0|Guralp CMG40T_60sec/Guralp DM24 Datalogger|1263630000.0|0.3|M/S|50.0|2000-10-17T00:00:00|2004-09-07T23:59:59
AK|FIB||BHZ|61.1656|-150.177505|62.0|0.0|0.0|-90.0|Guralp CMG40T_60sec/Guralp DM24 Datalogger|1258510000.0|0.3|M/S|50.0|2000-10-17T00:00:00|2004-09-07T23:59:59
AK|GAMB||BHE|63.775799|-171.703598|5.0|3.0|90.0|0.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1719480000.0|0.3|M/S|50.0|2002-02-23T00:00:00|2009-07-23T23:59:59
AK|GAMB||BHN|63.775799|-171.703598|5.0|3.0|0.0|0.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1728880000.0|0.3|M/S|50.0|2002-02-23T00:00:00|2009-07-23T23:59:59
AK|GAMB||BHZ|63.775799|-171.703598|5.0|3.0|0.0|-90.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1713130000.0|0.3|M/S|50.0|2002-02-23T00:00:00|2009-07-23T23:59:59
AK|GAMB||HHE|63.775799|-171.703598|5.0|0.0|90.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|284819.0|0.02|M/S**2|50.0|2002-02-23T00:00:00|2007-01-23T08:55:59
AK|GAMB||HHN|63.775799|-171.703598|5.0|0.0|0.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|284272.0|0.02|M/S**2|50.0|2002-02-23T00:00:00|2007-01-23T08:55:59
AK|GAMB||HHZ|63.775799|-171.703598|5.0|0.0|0.0|-90.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|284439.0|0.02|M/S**2|50.0|2002-02-23T00:00:00|2007-01-23T08:55:59
AK|GCSA||BHE|64.745499|-156.881805|46.0|0.0|90.0|0.0|Guralp CMG40T_30sec/Guralp DM24 Datalogger|1250620000.0|0.5|M/S|50.0|2000-06-24T00:00:00|2013-05-27T23:59:59
AK|GCSA||BHN|64.745499|-156.881805|46.0|0.0|0.0|0.0|Guralp CMG40T_30sec/Guralp DM24 Datalogger|1265110000.0|0.5|M/S|50.0|2000-06-24T00:00:00|2013-05-27T23:59:59
AK|GCSA||BHZ|64.745499|-156.881805|46.0|0.0|0.0|-90.0|Guralp CMG40T_30sec/Guralp DM24 Datalogger|1269160000.0|0.5|M/S|50.0|2000-06-24T00:00:00|2013-05-27T23:59:59
AK|HARP||BHE|62.3986|-145.1567|583.0|0.0|90.0|0.0|Guralp CMG40T_30sec/Reftek 72A-08 Datalogger|423559000.0|0.5|m/s|50.0|2002-11-09T00:00:00|2002-11-17T23:59:59
AK|HARP||BHE|62.3986|-145.1567|583.0|0.0|90.0|0.0|Guralp CMG40T_30sec/Guralp DM24 Datalogger|308565000.0|0.5|m/s|50.0|2002-11-18T00:00:00|2004-07-26T23:59:59
AK|HARP||BHN|62.3986|-145.1567|583.0|0.0|0.0|0.0|Guralp CMG40T_30sec/Reftek 72A-08 Datalogger|430587000.0|0.5|m/s|50.0|2002-11-09T00:00:00|2002-11-17T23:59:59
AK|HARP||BHN|62.3986|-145.1567|583.0|0.0|0.0|0.0|Guralp CMG40T_30sec/Guralp DM24 Datalogger|314000000.0|0.5|m/s|50.0|2002-11-18T00:00:00|2004-07-26T23:59:59
AK|HARP||BHZ|62.3986|-145.1567|583.0|0.0|0.0|-90.0|Guralp CMG40T_30sec/Reftek 72A-08 Datalogger|419087000.0|0.5|m/s|50.0|2002-11-09T00:00:00|2002-11-17T23:59:59
AK|HARP||BHZ|62.3986|-145.1567|583.0|0.0|0.0|-90.0|Guralp CMG40T_30sec/Guralp DM24 Datalogger|313706000.0|0.5|m/s|50.0|2002-11-18T00:00:00|2004-07-26T23:59:59
AK|JIS||BHE|58.275799|-134.384796|10.0|0.0|90.0|0.0|Guralp CMG40T_60sec/Guralp DM24 Datalogger|1269370000.0|0.3|M/S|50.0|2001-04-11T00:00:00|2006-09-01T23:59:59
AK|JIS||BHN|58.275799|-134.384796|10.0|0.0|0.0|0.0|Guralp CMG40T_60sec/Guralp DM24 Datalogger|1269390000.0|0.3|M/S|50.0|2001-04-11T00:00:00|2006-09-01T23:59:59
AK|JIS||BHZ|58.275799|-134.384796|10.0|0.0|0.0|-90.0|Guralp CMG40T_60sec/Guralp DM24 Datalogger|1265220000.0|0.3|M/S|50.0|2001-04-11T00:00:00|2006-09-01T23:59:59
AK|MCK||BHE|63.7318|-148.937302|618.0|0.0|90.0|0.0|Guralp CMG3T_100sec/Guralp DM24 Datalogger|474952000.0|0.3|M/S|50.0|2000-06-14T00:00:00|2009-04-07T06:48:59
AK|MCK||BHN|63.7318|-148.937302|618.0|0.0|0.0|0.0|Guralp CMG3T_100sec/Guralp DM24 Datalogger|477674000.0|0.3|M/S|50.0|2000-06-14T00:00:00|2009-04-07T06:48:59
AK|MCK||BHZ|63.7318|-148.937302|618.0|0.0|0.0|-90.0|Guralp CMG3T_100sec/Guralp DM24 Datalogger|470906000.0|0.3|M/S|50.0|2000-06-14T00:00:00|2009-04-07T06:48:59
AK|NIKO||BHE|52.937801|-168.868698|8.0|0.0|90.0|0.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1715310000.0|0.3|M/S|50.0|2002-11-22T00:00:00|2009-05-22T23:59:59
AK|NIKO||BHN|52.937801|-168.868698|8.0|0.0|0.0|0.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1715360000.0|0.3|M/S|50.0|2002-11-22T00:00:00|2009-05-22T23:59:59
AK|NIKO||BHZ|52.937801|-168.868698|8.0|0.0|0.0|-90.0|Guralp CMG3ESP_60sec/Guralp DM24 Datalogger|1703520000.0|0.3|M/S|50.0|2002-11-22T00:00:00|2009-05-22T23:59:59
AK|NIKO||HHE|52.937801|-168.868698|8.0|0.0|90.0|0.0|Episensor 200 Hz 10 Volt per g/Guralp DM24 Datalog|287982.0|0.02|M/S**2|50.0|2002-11-22T00:00:00|2007-01-23T08:55:59
